QBarcode,JobPA,JobPAAge,JobPAYrs,JobPATyp,UsualPA,Walk,WalkYrs,WalkDays,WalkMin,WalkPace,Wgts,WgtsYrs,WgtsDays,WgtsMin,Yoga,YogaYrs,YogaDays,YogaMin,MldX,MldXYrs,MldXDays,MldXHrs,ModX,ModXYrs,ModXDays,ModXMin,ModX1,ModX2,ModX3,ModX4,ModX5,ModX6,ModX7,ModX8,ModX9,ModXO,XDays18,XDays30,XDays45,XDays60
9695,1,19,999,HOUSEWORK,4,1,2,99,99,1,0,66,66,66,0,66,66,66,0,66,66,66,1,99,1,99,0,0,0,0,1,0,0,0,0,0,2,2,2,99
9720,0,666,666,,4,1,4,2,2,3,1,4,1,2,1,1,1,1,1,1,1,1,1,4,2,2,0,0,0,1,0,0,1,0,0,0,1,3,2,66
9745,1,11,51,FARMING,4,1,4,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
9848,1,21,38,LOTS OF SIT DOWN RUPTURED DISC,4,1,4,3,2,2,0,66,66,66,0,66,66,66,1,1,1,2,1,4,3,1,0,0,0,0,1,0,0,0,0,0,2,4,4,4
9871,1,18,8,US NAVY AND UTILITY WATER TREA,3,1,2,3,3,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,0
9874,1,14,47,COLLISION,5,1,4,1,4,2,1,2,1,4,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,1,3
9883,0,666,666,,3,1,4,1,4,2,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,2
9892,1,19,10,DANCING,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,3,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,66
9965,0,666,666,,5,0,66,66,66,66,1,1,1,3,0,66,66,66,1,4,1,3,1,4,3,2,0,0,0,1,0,0,0,0,0,0,2,4,4,4
9968,0,666,666,,4,1,4,3,1,2,1,3,2,1,0,66,66,66,0,66,66,66,1,99,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3
9982,1,35,10,STOCK AND ORDERS,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,4,1,4,0,0,0,0,0,0,0,0,0,88,3,3,3,2
10049,0,666,666,,3,1,1,3,4,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,3
10067,1,18,37,FACTORY,4,1,4,3,1,3,0,66,66,66,0,66,66,66,0,66,66,66,1,2,2,2,0,0,0,0,1,1,0,0,0,88,3,3,2,66
10101,1,18,30,CONSTRUCTION,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,0,0
10113,1,18,50,CONSTRUCTION ETC,4,1,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,1
10171,1,40,10,BARTENDER,1,1,4,3,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
10178,1,60,1,INVENTORY,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,3
10196,1,16,45,LIFTING,3,1,2,2,1,1,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,1
10209,0,666,666,,4,1,4,2,2,3,1,1,1,1,0,66,66,66,1,4,1,1,1,4,1,2,0,0,0,0,0,1,0,0,0,88,3,3,2,66
10223,1,19,43,TOOL ROOM,4,1,4,1,4,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
10255,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,4,2,1,0,0,0,0,1,0,1,0,0,0,2,2,3,2
10263,1,30,2,MEAT PKGING,5,1,1,2,2,3,1,1,2,1,0,66,66,66,1,2,1,2,1,4,2,4,1,0,0,0,0,0,0,0,0,88,4,4,3,2
10269,0,666,666,,5,1,2,2,2,2,0,66,66,66,1,2,1,2,0,66,66,66,1,2,2,2,0,1,0,0,0,0,0,0,0,0,3,3,3,3
10276,1,49,5,WAREHOUSE,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,0,0,66
10278,0,666,666,,3,1,4,3,2,3,1,4,2,2,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,2
10300,0,666,666,,3,1,2,3,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,4,0
10312,0,666,666,,4,1,3,1,1,1,1,4,1,1,0,66,66,66,1,4,1,2,1,4,2,2,1,0,0,0,1,0,0,0,0,0,3,2,2,2
10319,1,20,35,SNACK ROUTE,5,1,4,3,4,3,1,4,2,3,0,66,66,66,1,2,2,2,1,3,3,3,0,0,0,1,0,0,0,0,0,0,3,2,3,3
10345,1,27,3,CLERK,1,1,2,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
10354,0,666,666,,5,1,4,3,2,3,0,66,66,66,1,1,1,1,1,3,1,1,1,4,2,2,0,1,0,0,1,0,0,0,0,0,1,1,4,4
10361,1,16,6,RESTAURANT,3,1,1,2,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,4,2,66
10366,0,666,666,,4,1,4,3,2,2,0,66,66,66,0,66,66,66,1,3,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,3,3,4
10399,0,666,666,,3,1,4,2,4,2,1,2,2,1,0,66,66,66,0,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,99,99,2
10411,1,18,25,VARIOUS,4,1,2,3,2,2,0,66,66,66,1,1,1,1,0,66,66,66,1,2,3,3,0,0,1,0,1,0,0,0,0,0,4,4,3,66
10457,1,50,30,HEAVY,5,1,3,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,1,2,2,2,1,0,0,0,1,0,0,0,0,0,4,2,2,1
10459,0,666,666,,3,1,1,2,2,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,2,66
10465,1,23,10,RESEARCH LAB,5,1,4,3,4,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,3,4
10473,1,22,39,NURSE,4,1,1,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,1
10528,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,0,0
10537,0,666,666,,4,1,4,3,2,2,0,66,66,66,0,66,66,66,1,4,1,3,1,4,1,2,0,0,0,0,1,0,0,0,0,88,0,4,2,4
10590,1,18,20,MACHINE WORK,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,0,0
10670,0,666,666,,5,1,4,3,2,3,1,4,3,1,1,1,1,3,1,4,2,3,1,4,3,2,1,0,0,1,0,0,0,0,0,0,2,2,3,3
10690,1,23,28,NURSE,2,1,4,3,4,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,4,66
10709,1,49,10,AIDE,5,1,4,3,1,2,0,66,66,66,0,66,66,66,1,1,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,3,99,1
10722,1,18,35,MACHINIST,4,1,1,2,3,2,0,1,2,1,0,66,66,66,1,4,1,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,3,2,2,0
10727,1,35,30,HEAVY LIFTING,3,1,4,2,2,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,2,3
10737,0,666,666,,4,1,3,1,2,2,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
10748,1,33,25,LIFTING BOXES,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,66
10789,1,25,30,WALK GASLINE,4,1,4,2,2,1,0,66,66,66,0,66,66,66,1,4,2,2,1,4,1,2,0,0,0,0,0,0,0,0,0,88,99,99,99,99
10796,0,666,666,,99,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
10797,0,666,666,,3,0,1,2,1,2,1,1,2,1,0,66,66,66,1,1,2,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,2,0,2
10809,1,50,10,TENDING BAR,3,1,4,3,4,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,1,0
10822,0,666,666,,5,1,2,2,2,2,1,1,1,2,0,66,66,66,0,66,66,66,1,2,2,4,0,0,1,0,0,0,0,1,0,0,2,0,2,66
10840,1,19,10,WALKING LIFTING,2,1,2,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,66
10858,0,666,666,,4,0,66,66,66,66,1,2,1,2,0,66,66,66,0,66,66,66,1,4,1,1,1,0,0,1,0,0,0,0,0,0,2,2,2,2
10862,1,20,40,LABORER,3,1,4,3,1,2,1,4,1,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,3,1
10877,1,23,29,RECREATION WORKER IN PRISON,4,1,4,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,66
10880,0,666,666,,3,1,1,2,3,2,0,66,66,66,0,66,66,66,0,66,66,66,1,4,2,3,0,0,0,0,1,0,0,0,0,0,2,2,3,66
10887,1,14,20,CUTTING MEAT,5,1,4,2,3,3,1,4,1,2,0,66,66,66,1,3,1,3,1,4,2,3,0,0,0,1,0,0,1,0,0,0,2,1,3,3
10893,0,666,666,,3,1,2,2,2,3,1,2,1,3,0,66,66,66,0,66,66,66,1,2,2,3,0,0,0,0,0,0,0,1,0,88,0,0,0,66
10904,1,40,30,TOURING HOMES,5,1,4,3,4,1,0,66,66,66,0,66,66,66,0,66,66,66,1,2,3,2,0,1,1,0,0,0,0,0,0,0,0,3,3,3
10920,0,666,666,,4,1,4,2,1,1,0,66,66,66,0,66,66,66,1,4,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,2
10933,1,40,19,HOUSEWORK,4,1,4,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,0,0,66
10942,1,28,20,VARIOUS,4,1,3,2,1,3,1,3,1,2,0,66,66,66,1,3,1,3,1,3,1,4,0,0,0,0,0,0,0,1,0,88,0,2,2,66
10955,1,30,40,WALKING,4,1,1,2,4,2,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,2
10956,1,15,45,HEAVY LIFTING,5,1,4,3,4,1,1,4,3,4,0,66,66,66,1,4,2,2,1,4,3,4,0,0,0,0,0,0,0,0,0,88,4,3,3,3
10961,0,666,666,,4,1,4,3,1,2,0,66,66,66,0,66,66,66,1,4,2,1,1,3,3,2,1,0,0,0,0,0,0,0,1,0,3,3,3,3
10970,0,666,666,,4,1,4,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,3,2
11150,1,45,15,ASST TO DOCTOR,3,1,3,2,2,1,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,2
11177,1,18,35,STEEL WORKER,4,1,4,1,1,2,1,4,1,2,0,66,66,66,0,66,66,66,1,4,1,2,0,0,0,1,0,0,1,0,0,0,2,2,2,2
11189,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2
11199,1,24,20,FITNESS,5,1,1,1,2,2,1,4,1,2,0,66,66,66,0,66,66,66,1,4,2,2,0,0,1,0,0,0,0,0,0,88,3,3,3,66
11272,1,18,35,NURSES AIDE,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,0,2
11281,1,16,40,NURSE,3,1,2,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,0,66
11292,1,47,20,NANNY AND HOUSEWORK,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,0,1
11311,1,16,50,FARM MECH,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99
11319,1,17,15,RETAIL LUMBER,3,1,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,1,0
11335,1,21,15,COACHING,4,1,4,2,4,2,1,4,2,4,0,66,66,66,1,4,1,2,1,2,2,3,1,0,0,0,1,0,0,0,0,0,4,4,4,4
11355,1,35,10,CONSTRUCTION,5,1,4,3,4,1,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,66
11373,0,666,666,,4,1,4,2,2,3,0,66,66,66,0,66,66,66,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1
11416,1,27,20,CAFETERIA,2,1,2,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,99,0,2,66
11418,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,1,3,1,4,1,1,0,0,0,0,0,0,0,0,0,88,1,1,1,66
11452,1,19,30,LIFT BEND,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,4,66
11498,0,666,666,,5,1,2,2,2,2,0,66,66,66,1,2,1,4,1,4,2,3,1,2,1,2,0,0,0,0,0,1,0,0,0,0,3,1,3,2
11510,0,666,666,,3,1,1,2,2,3,0,66,66,66,0,66,66,66,0,66,66,66,1,3,2,2,0,0,0,0,0,0,0,1,0,88,0,2,1,1
11755,1,17,43,LOAD AIRPLANES,3,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0
11760,1,18,25,DELIVERY,5,1,4,3,4,2,1,4,3,2,0,66,66,66,1,4,2,2,1,4,3,2,1,0,0,0,0,0,0,0,0,0,4,3,2,66
11768,1,999,999,,4,1,3,2,3,2,1,1,1,99,0,66,66,66,99,99,99,99,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,66
11784,0,666,666,,3,1,2,2,1,2,1,2,2,1,0,66,66,66,0,66,66,66,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11797,0,666,666,,5,1,2,2,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,2,2,1
11810,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,3,2,3,0,0,0,0,0,0,0,0,0,88,0,0,0,0
11822,0,666,666,,4,1,1,1,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,4,3,2,0,0,0,0,0,0,0,0,0,88,2,2,4,66
11832,0,666,666,,5,1,2,3,2,2,0,66,66,66,0,66,66,66,0,66,66,66,1,1,1,3,0,0,0,0,1,0,0,0,0,0,4,4,4,4
11849,1,37,4,FARMING,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,1,0
11914,1,21,60,COOK,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,0,0,0
11915,0,666,666,,4,1,2,2,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,3,0
11917,1,23,32,DRAW BLOOD,2,1,2,1,2,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,66
11957,1,16,40,WAITRESS,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
11976,1,21,38,SCHOOL,5,1,4,2,2,2,1,1,1,2,0,66,66,66,0,66,66,66,1,1,1,2,0,0,0,0,0,0,0,0,0,88,0,3,3,2
12191,1,21,20,NURSING,4,1,4,2,2,3,1,2,1,1,0,66,66,66,0,66,66,66,1,1,2,2,0,0,0,1,0,0,0,0,0,0,3,2,3,66
12776,1,50,10,OFFICE TYPE,2,1,4,2,1,2,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,0,1
12781,1,18,14,NURSING,4,1,1,1,1,2,1,1,1,1,1,1,1,2,0,66,66,66,1,3,2,3,0,1,1,0,0,0,0,0,0,0,2,2,2,2
12817,0,666,666,,4,1,3,3,2,2,1,1,2,3,0,66,66,66,0,66,66,66,1,2,2,4,0,0,0,0,1,0,0,0,0,88,3,2,2,3
12830,0,666,666,,3,1,1,1,1,1,1,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,66
12848,1,21,28,PRINTING OKS,5,1,4,3,2,2,1,4,1,1,1,2,1,1,1,4,2,2,1,4,3,2,0,0,0,1,0,0,1,0,0,0,4,4,4,3
12882,1,25,5,WAITRESS,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
12893,0,666,666,,3,1,2,2,1,2,1,2,2,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,0,2
12897,1,21,34,PHYSICAL THERAPY,5,1,1,2,2,2,0,66,66,66,1,1,1,2,0,66,66,66,1,2,1,2,0,0,1,0,0,0,0,0,0,0,3,2,2,66
12938,1,41,19,SOCIAL WORK,3,1,1,1,1,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
12997,0,666,666,,4,1,2,3,1,2,0,66,66,66,1,1,2,3,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,3
13042,1,18,6,WAREHOUSE WORK LINE,3,1,1,2,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,2,2,66
13044,0,666,666,,3,1,2,2,2,2,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,66
13107,1,25,25,UNLOAD TRUCK,5,1,2,2,4,1,0,66,66,66,0,66,66,66,1,2,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,3,66
13134,1,19,32,LIFTING,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,2,1,66
13142,1,18,2,MASON,5,1,4,3,1,2,0,66,66,66,0,66,66,66,1,1,1,2,1,4,3,2,0,0,0,0,0,0,0,0,0,88,4,66,66,66
13152,1,20,33,STOCKING,5,1,3,2,2,1,0,66,66,66,0,66,66,66,1,3,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,4,66
13160,0,666,666,,4,1,2,3,4,2,1,4,1,1,0,66,66,66,0,66,66,66,1,3,1,2,0,0,0,1,1,0,0,0,0,0,2,3,4,66
13191,1,18,4,HOME MOVER,4,1,4,3,2,3,0,66,66,66,0,66,66,66,1,4,1,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,0
13193,1,36,21,STOCK ROOM,4,1,4,3,2,3,0,66,66,66,0,66,66,66,1,4,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,88,4,4,4,66
13221,1,7,8,LABOR,5,1,4,3,4,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,4,3,4
13227,1,25,8,PRINTING,3,1,4,1,4,1,0,66,66,66,0,66,66,66,1,4,1,3,1,2,1,4,0,0,0,0,1,0,0,0,0,0,3,1,1,1
13232,1,18,2,STEEL WORKER,3,1,1,1,1,1,0,66,66,66,0,66,66,66,1,3,2,3,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,1,1,2
13238,0,666,666,,5,1,2,2,2,2,1,1,1,1,1,4,1,2,0,66,66,66,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,1,2,66
13268,0,666,666,,5,0,66,66,66,66,1,4,2,3,0,66,66,66,0,66,66,66,1,4,2,4,0,0,0,1,0,0,0,1,0,0,2,2,3,66
13293,0,666,666,,4,1,3,3,1,3,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,3,4
13308,1,25,1,WAREHOUSE,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,1,66
13311,1,15,12,LANDSCAPE,5,1,1,3,2,3,1,1,3,4,0,66,66,66,1,4,1,3,1,1,3,4,0,0,0,0,0,0,0,0,0,88,4,3,3,1
13322,0,666,666,,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,2,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,0
13333,0,666,666,,5,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
13337,1,14,50,HVAC INSTALL,3,1,1,2,1,2,0,66,66,66,0,66,66,66,1,1,1,2,1,1,2,4,0,0,0,0,0,1,0,0,0,88,3,1,1,2
13340,1,63,10,PHYSICAL LABOR,5,1,4,1,4,2,1,3,2,1,0,66,66,66,1,4,3,2,1,4,3,4,1,0,0,0,0,0,0,1,0,0,4,4,4,3
13348,1,29,999,LABOR,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,66
13349,1,20,20,CLERK,3,1,1,2,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
13350,1,16,34,CLEANER,5,1,3,3,4,2,0,66,66,66,0,66,66,66,0,66,66,66,1,2,2,3,0,0,0,0,0,0,0,1,0,88,4,3,3,66
13362,1,23,40,HOUSEWORK,4,0,66,66,66,66,0,66,66,66,1,1,99,2,0,66,66,66,1,4,1,2,0,0,1,0,0,0,0,0,1,0,1,2,2,2
13366,1,18,30,LIFTED BOXES,4,0,66,66,66,66,0,66,66,66,0,66,66,66,1,4,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,2,66
13417,0,666,666,,4,1,4,2,3,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,2
13419,0,666,666,,5,0,66,66,66,66,0,66,66,66,0,66,66,66,1,3,3,3,1,3,2,4,1,0,0,0,0,0,0,0,0,0,3,4,4,4
13522,0,666,666,,4,1,3,2,3,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,4
13568,1,20,14,CLERK GROCERY,4,1,3,1,2,2,0,66,66,66,1,2,1,4,1,4,2,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,1,1
13660,1,19,20,XRAY TECH,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,4,3
13717,1,55,10,HEALTH CARE,4,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,0,0
13750,0,666,666,,3,1,4,3,1,1,0,66,66,66,0,66,66,66,0,66,66,66,1,2,3,2,0,0,0,0,0,0,1,0,0,0,3,3,3,3
13759,0,666,666,,5,1,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,2,2
13774,1,15,10,CHAMBERMAID,2,1,1,1,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,66
13786,1,30,4,RETAIL,2,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,1,66
13797,0,666,666,,2,1,1,1,1,1,0,66,66,66,0,66,66,66,1,3,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,2,0
13842,1,14,23,CHILD CARE,5,1,4,3,1,2,1,3,2,1,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,4,66,66
13846,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1
13857,0,666,666,,3,1,2,2,1,1,1,1,2,1,0,66,66,66,0,66,66,66,1,4,2,2,0,0,0,0,0,0,0,0,0,88,2,2,1,2
13869,0,666,666,,4,1,4,2,2,2,0,66,66,66,0,66,66,66,1,2,1,3,1,2,1,3,0,1,0,0,0,0,0,0,0,0,2,2,1,3
13887,1,19,42,FACTORY,4,1,4,2,2,3,1,4,2,1,0,66,66,66,1,2,1,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,3
13926,1,14,2,NURSES AIDE,2,1,4,1,1,1,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,1,0,0
13930,0,666,666,,4,1,4,3,2,2,0,66,66,66,0,66,66,66,1,3,1,3,1,4,3,2,0,0,0,1,0,0,0,0,0,0,0,3,4,4
14046,1,18,2,TIES ON TRACK,4,1,1,2,1,2,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,4,3,3,2
14134,1,31,37,CARRY CARTONS,5,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0
14163,0,666,666,,3,0,66,66,66,66,0,66,66,66,0,66,66,66,0,66,66,66,1,1,2,2,0,0,0,0,0,0,0,1,0,0,4,2,0,0
14193,1,22,30,RADIOLOGIC,4,1,4,3,1,2,0,66,66,66,0,66,66,66,1,4,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,88,1,2,2,66
